,city,date,district,building state,main use,total floor number
12686,新北市,2019-03-12,淡水區,住宅大樓(11層含以上有電梯),住家用,11
14190,新北市,2019-03-12,板橋區,公寓(5樓含以下無電梯),住家用,4
16307,新北市,2019-03-12,中和區,住宅大樓(11層含以上有電梯),住家用,14
17454,新北市,2019-03-12,鶯歌區,其他,,0
14053,新北市,2019-03-12,三重區,公寓(5樓含以下無電梯),住家用,5
14489,新北市,2019-03-12,三重區,華廈(10層含以下有電梯),住家用,7
23951,桃園市,2019-03-12,中壢區,住宅大樓(11層含以上有電梯),見其他登記事項,12
23545,桃園市,2019-03-12,平鎮區,透天厝,住家用,2
3833,台北市,2019-03-12,松山區,套房(1房1廳1衛),住家用,16
4817,台北市,2019-03-12,大同區,住宅大樓(11層含以上有電梯),住家用,13
12889,新北市,2019-03-12,三重區,華廈(10層含以下有電梯),住家用,9
21581,桃園市,2019-03-12,大園區,華廈(10層含以下有電梯),住家用,6
35256,台中市,2019-03-12,太平區,住宅大樓(11層含以上有電梯),見其他登記事項,15
26373,桃園市,2019-03-12,蘆竹區,其他,,0
35795,台中市,2019-03-12,南屯區,其他,見其他登記事項,12
35796,台中市,2019-03-12,南屯區,住宅大樓(11層含以上有電梯),住家用,12
43215,高雄市,2019-03-12,大寮區,透天厝,住家用,3
32453,台中市,2019-03-12,北屯區,店面(店鋪),見其他登記事項,15
23833,桃園市,2019-03-12,中壢區,透天厝,見其他登記事項,3
32220,台中市,2019-03-12,北區,住宅大樓(11層含以上有電梯),住家用,21
13125,新北市,2019-03-12,鶯歌區,華廈(10層含以下有電梯),住家用,7
17456,新北市,2019-03-12,鶯歌區,其他,,0
2673,台北市,2019-03-12,內湖區,辦公商業大樓,商業用,14
35603,台中市,2019-03-12,豐原區,透天厝,見其他登記事項,3
44575,高雄市,2019-03-12,左營區,住宅大樓(11層含以上有電梯),住家用,28
44677,高雄市,2019-03-12,仁武區,透天厝,住家用,4
14873,新北市,2019-03-12,淡水區,住宅大樓(11層含以上有電梯),住家用,13
24141,桃園市,2019-03-12,八德區,其他,,0
4128,台北市,2019-03-12,士林區,其他,停車空間,8
23345,桃園市,2019-03-12,蘆竹區,透天厝,見其他登記事項,2
48133,高雄市,2019-03-12,楠梓區,透天厝,住商用,4
34566,台中市,2019-03-12,霧峰區,其他,,0
44799,高雄市,2019-03-12,鳳山區,公寓(5樓含以下無電梯),住家用,5
44694,高雄市,2019-03-12,鳳山區,住宅大樓(11層含以上有電梯),見其他登記事項,15
4345,台北市,2019-03-12,信義區,住宅大樓(11層含以上有電梯),見其他登記事項,12
34554,台中市,2019-03-12,大里區,華廈(10層含以下有電梯),見其他登記事項,10
2399,台北市,2019-03-12,南港區,住宅大樓(11層含以上有電梯),見其他登記事項,14
3645,台北市,2019-03-12,內湖區,住宅大樓(11層含以上有電梯),住家用,15
27247,桃園市,2019-03-12,八德區,住宅大樓(11層含以上有電梯),住家用,15
43369,高雄市,2019-03-12,燕巢區,其他,,0
24140,桃園市,2019-03-12,八德區,其他,,0
24139,桃園市,2019-03-12,八德區,其他,,0
12229,新北市,2019-03-12,淡水區,住宅大樓(11層含以上有電梯),住家用,21
12523,新北市,2019-03-12,林口區,住宅大樓(11層含以上有電梯),見其他登記事項,11
45739,高雄市,2019-03-12,旗山區,其他,,0
47760,高雄市,2019-03-12,楠梓區,華廈(10層含以下有電梯),見其它登記事項,9
24138,桃園市,2019-03-12,八德區,其他,,0
15049,新北市,2019-03-12,五股區,其他,,0
33719,台中市,2019-03-12,后里區,透天厝,見其他登記事項,3
3476,台北市,2019-03-12,士林區,公寓(5樓含以下無電梯),住家用,5
17161,新北市,2019-03-12,汐止區,公寓(5樓含以下無電梯),住家用,5
22454,桃園市,2019-03-12,龍潭區,透天厝,住家用,2
15614,新北市,2019-03-12,林口區,住宅大樓(11層含以上有電梯),見其他登記事項,20
23721,桃園市,2019-03-12,觀音區,透天厝,住家用,2
49038,高雄市,2019-03-12,鳳山區,住宅大樓(11層含以上有電梯),見其他登記事項,15
11831,新北市,2019-03-12,土城區,其他,見使用執照,6
42884,高雄市,2019-03-12,湖內區,套房(1房1廳1衛),住家用,14
15050,新北市,2019-03-12,五股區,工廠,工業用,1
42887,高雄市,2019-03-12,美濃區,其他,,0
17603,新北市,2019-03-12,汐止區,公寓(5樓含以下無電梯),住家用,4
18223,新北市,2019-03-12,淡水區,住宅大樓(11層含以上有電梯),住家用,23
22235,桃園市,2019-03-12,桃園區,住宅大樓(11層含以上有電梯),住家用,27
4113,台北市,2019-03-12,大安區,公寓(5樓含以下無電梯),,4
44830,高雄市,2019-03-12,苓雅區,公寓(5樓含以下無電梯),,5
3654,台北市,2019-03-12,信義區,住宅大樓(11層含以上有電梯),住家用,19
25403,桃園市,2019-03-12,桃園區,其他,,0
25404,桃園市,2019-03-12,桃園區,其他,,0
3944,台北市,2019-03-12,中山區,住宅大樓(11層含以上有電梯),住家用,11
33734,台中市,2019-03-12,大甲區,其他,,0
24137,桃園市,2019-03-12,八德區,其他,,0
45411,高雄市,2019-03-12,三民區,住宅大樓(11層含以上有電梯),見其他登記事項,29
14992,新北市,2019-03-12,汐止區,華廈(10層含以下有電梯),見其他登記事項,6
46565,高雄市,2019-03-12,楠梓區,公寓(5樓含以下無電梯),,5
43491,高雄市,2019-03-12,前鎮區,其他,,0
3426,台北市,2019-03-12,萬華區,公寓(5樓含以下無電梯),住家用,4
34684,台中市,2019-03-12,西區,華廈(10層含以下有電梯),住家用,9
24659,桃園市,2019-03-12,桃園區,住宅大樓(11層含以上有電梯),住家用,14
44717,高雄市,2019-03-12,三民區,透天厝,住家用,2
45425,高雄市,2019-03-12,三民區,住宅大樓(11層含以上有電梯),住家用,13
34673,台中市,2019-03-12,南區,住宅大樓(11層含以上有電梯),見其他登記事項,12
24709,桃園市,2019-03-12,龍潭區,透天厝,見其他登記事項,3
23292,桃園市,2019-03-12,楊梅區,其他,,0
44393,高雄市,2019-03-12,美濃區,其他,,0
4189,台北市,2019-03-12,中正區,套房(1房1廳1衛),住家用,10
34122,台中市,2019-03-12,大里區,其他,,0
38350,台中市,2019-03-12,北區,套房(1房1廳1衛),住家用,7
38351,台中市,2019-03-12,北區,套房(1房1廳1衛),住家用,7
24959,桃園市,2019-03-12,桃園區,住宅大樓(11層含以上有電梯),住家用,21
38352,台中市,2019-03-12,北區,套房(1房1廳1衛),住家用,7
14979,新北市,2019-03-12,瑞芳區,公寓(5樓含以下無電梯),住家用,4
13566,新北市,2019-03-12,板橋區,其他,,0
14994,新北市,2019-03-12,新莊區,住宅大樓(11層含以上有電梯),見其他登記事項,14
26943,桃園市,2019-03-12,八德區,住宅大樓(11層含以上有電梯),住家用,12
15269,新北市,2019-03-12,汐止區,住宅大樓(11層含以上有電梯),住家用,24
24136,桃園市,2019-03-12,八德區,其他,,0
3642,台北市,2019-03-12,內湖區,公寓(5樓含以下無電梯),住家用,5
47761,高雄市,2019-03-12,楠梓區,店面(店鋪),住商用,4
24135,桃園市,2019-03-12,八德區,其他,,0
24134,桃園市,2019-03-12,八德區,其他,,0
44461,高雄市,2019-03-12,小港區,公寓(5樓含以下無電梯),,5
33465,台中市,2019-03-12,太平區,透天厝,見其他登記事項,4
25418,桃園市,2019-03-12,桃園區,其他,,0
13982,新北市,2019-03-12,淡水區,透天厝,見其他登記事項,3
43304,高雄市,2019-03-12,左營區,其他,,0
23436,桃園市,2019-03-12,龍潭區,華廈(10層含以下有電梯),見其他登記事項,9
33458,台中市,2019-03-12,太平區,透天厝,見其他登記事項,4
48126,高雄市,2019-03-12,左營區,住宅大樓(11層含以上有電梯),住家用,14
36127,台中市,2019-03-12,外埔區,其他,,0
13890,新北市,2019-03-12,永和區,住宅大樓(11層含以上有電梯),住家用,11
12544,新北市,2019-03-12,新店區,套房(1房1廳1衛),住家用,15
36121,台中市,2019-03-12,東勢區,透天厝,住家用,1
32072,台中市,2019-03-12,清水區,其他,,0
49076,高雄市,2019-03-12,左營區,住宅大樓(11層含以上有電梯),住家用,13
24107,桃園市,2019-03-12,龜山區,公寓(5樓含以下無電梯),住家用,4
13988,新北市,2019-03-12,中和區,公寓(5樓含以下無電梯),住家用,4
24142,桃園市,2019-03-12,八德區,其他,,0
34379,台中市,2019-03-12,北區,公寓(5樓含以下無電梯),住家用,5
18489,新北市,2019-03-12,新莊區,住宅大樓(11層含以上有電梯),見其他登記事項,18
36829,台中市,2019-03-12,太平區,住宅大樓(11層含以上有電梯),見其他登記事項,13
44158,高雄市,2019-03-12,大社區,華廈(10層含以下有電梯),住家用,7
15739,新北市,2019-03-12,林口區,住宅大樓(11層含以上有電梯),見其他登記事項,19
47677,高雄市,2019-03-12,三民區,住宅大樓(11層含以上有電梯),住家用,28
33676,台中市,2019-03-12,西區,住宅大樓(11層含以上有電梯),見其他登記事項,17
11817,新北市,2019-03-12,鶯歌區,透天厝,住商用,4
34376,台中市,2019-03-12,北屯區,住宅大樓(11層含以上有電梯),住家用,16
26176,桃園市,2019-03-12,桃園區,其他,,0
18159,新北市,2019-03-12,新莊區,住宅大樓(11層含以上有電梯),見其他登記事項,15
33600,台中市,2019-03-12,北屯區,住宅大樓(11層含以上有電梯),見其他登記事項,14
3424,台北市,2019-03-12,中正區,其他,見其他登記事項,7
11166,新北市,2019-03-12,淡水區,公寓(5樓含以下無電梯),住家用,5
25868,桃園市,2019-03-12,八德區,住宅大樓(11層含以上有電梯),住家用,12
2607,台北市,2019-03-12,大安區,住宅大樓(11層含以上有電梯),住家用,38
26712,桃園市,2019-03-12,八德區,住宅大樓(11層含以上有電梯),住家用,12
46474,高雄市,2019-03-12,三民區,住宅大樓(11層含以上有電梯),住家用,12
38270,台中市,2019-03-12,南屯區,其他,,0
12442,新北市,2019-03-12,中和區,住宅大樓(11層含以上有電梯),住家用,15
34270,台中市,2019-03-12,豐原區,透天厝,住家用,3
34367,台中市,2019-03-12,北屯區,住宅大樓(11層含以上有電梯),見其他登記事項,13
33656,台中市,2019-03-12,南區,住宅大樓(11層含以上有電梯),住家用,19
22307,桃園市,2019-03-12,楊梅區,公寓(5樓含以下無電梯),住家用,5
24183,桃園市,2019-03-12,平鎮區,透天厝,見其他登記事項,4
33659,台中市,2019-03-12,南區,套房(1房1廳1衛),見其他登記事項,21
36924,台中市,2019-03-12,烏日區,其他,,0
45365,高雄市,2019-03-12,仁武區,其他,,0
34314,台中市,2019-03-12,北屯區,華廈(10層含以下有電梯),住家用,8
45869,高雄市,2019-03-12,三民區,其他,,0
44431,高雄市,2019-03-12,苓雅區,住宅大樓(11層含以上有電梯),住家用,28
22333,桃園市,2019-03-12,龍潭區,華廈(10層含以下有電梯),住家用,7
4198,台北市,2019-03-12,文山區,住宅大樓(11層含以上有電梯),住家用,14
43362,高雄市,2019-03-12,岡山區,其他,,0
24191,桃園市,2019-03-12,八德區,透天厝,見其他登記事項,4
49025,高雄市,2019-03-12,三民區,住宅大樓(11層含以上有電梯),見使用執照,12
15705,新北市,2019-03-12,汐止區,住宅大樓(11層含以上有電梯),住家用,13
49587,高雄市,2019-03-12,苓雅區,公寓(5樓含以下無電梯),,5
34271,台中市,2019-03-12,豐原區,透天厝,住家用,2
34365,台中市,2019-03-12,北屯區,住宅大樓(11層含以上有電梯),住家用,17
24179,桃園市,2019-03-12,平鎮區,透天厝,住家用,2
15240,新北市,2019-03-12,中和區,住宅大樓(11層含以上有電梯),見其他登記事項,19
4009,台北市,2019-03-12,內湖區,住宅大樓(11層含以上有電梯),住家用,14
15125,新北市,2019-03-12,板橋區,其他,,0
24146,桃園市,2019-03-12,八德區,其他,,0
26647,桃園市,2019-03-12,大園區,住宅大樓(11層含以上有電梯),住家用,12
22405,桃園市,2019-03-12,中壢區,其他,,0
24145,桃園市,2019-03-12,八德區,其他,,0
12489,新北市,2019-03-12,淡水區,其他,,0
49195,高雄市,2019-03-12,前鎮區,住宅大樓(11層含以上有電梯),住家用,27
15808,新北市,2019-03-12,永和區,其他,,0
34487,台中市,2019-03-12,大里區,透天厝,住商用,4
24147,桃園市,2019-03-12,八德區,其他,,0
4403,台北市,2019-03-12,文山區,住宅大樓(11層含以上有電梯),住家用,13
13924,新北市,2019-03-12,土城區,住宅大樓(11層含以上有電梯),住家用,14
27045,桃園市,2019-03-12,觀音區,其他,,0
24144,桃園市,2019-03-12,八德區,其他,,0
5554,台北市,2019-03-12,信義區,公寓(5樓含以下無電梯),住家用,4
24143,桃園市,2019-03-12,八德區,其他,,0
33533,台中市,2019-03-12,東勢區,透天厝,見其他登記事項,3
48702,高雄市,2019-03-12,鼓山區,住宅大樓(11層含以上有電梯),見其它登記事項,29
15075,新北市,2019-03-12,新店區,廠辦,工業用,5
15810,新北市,2019-03-12,中和區,套房(1房1廳1衛),見其他登記事項,12
23482,桃園市,2019-03-12,觀音區,其他,,0
24840,桃園市,2019-03-12,龜山區,套房(1房1廳1衛),見其他登記事項,10
44988,高雄市,2019-03-12,楠梓區,住宅大樓(11層含以上有電梯),見其它登記事項,15
15124,新北市,2019-03-12,板橋區,住宅大樓(11層含以上有電梯),見其他登記事項,15
4402,台北市,2019-03-12,文山區,住宅大樓(11層含以上有電梯),住家用,13
45937,高雄市,2019-03-12,新興區,住宅大樓(11層含以上有電梯),住家用,15
23452,桃園市,2019-03-12,中壢區,公寓(5樓含以下無電梯),住家用,4
12993,新北市,2019-03-12,板橋區,其他,,0
49187,高雄市,2019-03-12,小港區,透天厝,,5
22378,桃園市,2019-03-12,龜山區,其他,,0
24153,桃園市,2019-03-12,八德區,其他,,0
24152,桃園市,2019-03-12,八德區,其他,,0
24151,桃園市,2019-03-12,八德區,其他,,0
34232,台中市,2019-03-12,大雅區,住宅大樓(11層含以上有電梯),住家用,14
24150,桃園市,2019-03-12,八德區,其他,,0
24149,桃園市,2019-03-12,八德區,其他,,0
3720,台北市,2019-03-12,中山區,住宅大樓(11層含以上有電梯),住家用,14
24148,桃園市,2019-03-12,八德區,其他,,0
15628,新北市,2019-03-12,汐止區,住宅大樓(11層含以上有電梯),見其他登記事項,15
23481,桃園市,2019-03-12,觀音區,其他,,0
17730,新北市,2019-03-12,新莊區,華廈(10層含以下有電梯),住家用,10
23305,桃園市,2019-03-12,桃園區,華廈(10層含以下有電梯),住家用,7
22426,桃園市,2019-03-12,平鎮區,住宅大樓(11層含以上有電梯),住家用,12
45002,高雄市,2019-03-12,楠梓區,住宅大樓(11層含以上有電梯),住家用,15
16979,新北市,2019-03-12,新店區,公寓(5樓含以下無電梯),住家用,4
3752,台北市,2019-03-12,南港區,廠辦,工業用,5
43968,高雄市,2019-03-12,苓雅區,辦公商業大樓,商業用,27
12977,新北市,2019-03-12,新店區,住宅大樓(11層含以上有電梯),見其他登記事項,21
43274,高雄市,2019-03-12,前鎮區,其他,,0
14710,新北市,2019-03-12,汐止區,透天厝,住家用,2
15458,新北市,2019-03-12,林口區,華廈(10層含以下有電梯),見其他登記事項,10
24367,桃園市,2019-03-12,中壢區,住宅大樓(11層含以上有電梯),見其他登記事項,21
15346,新北市,2019-03-12,鶯歌區,透天厝,住家用,2
3961,台北市,2019-03-12,中山區,住宅大樓(11層含以上有電梯),見使用執照,12
10851,新北市,2019-03-12,新店區,其他,,0
43534,高雄市,2019-03-12,橋頭區,其他,,0
43962,高雄市,2019-03-12,岡山區,其他,,0
16122,新北市,2019-03-12,淡水區,住宅大樓(11層含以上有電梯),住家用,11
13830,新北市,2019-03-12,林口區,住宅大樓(11層含以上有電梯),見其他登記事項,19
24462,桃園市,2019-03-12,龜山區,住宅大樓(11層含以上有電梯),住家用,11
2515,台北市,2019-03-12,大同區,其他,見其他登記事項,14
35059,台中市,2019-03-12,西區,住宅大樓(11層含以上有電梯),見其他登記事項,14
3239,台北市,2019-03-12,內湖區,套房(1房1廳1衛),住家用,12
35980,台中市,2019-03-12,潭子區,透天厝,見其他登記事項,4
33972,台中市,2019-03-12,南區,公寓(5樓含以下無電梯),住家用,4
14045,新北市,2019-03-12,三重區,公寓(5樓含以下無電梯),住家用,4
37442,台中市,2019-03-12,北屯區,住宅大樓(11層含以上有電梯),住家用,15
2224,台北市,2019-03-12,大安區,其他,,0
5305,台北市,2019-03-12,大安區,住宅大樓(11層含以上有電梯),見其他登記事項,19
43031,高雄市,2019-03-12,岡山區,其他,,0
2302,台北市,2019-03-12,南港區,其他,,0
12903,新北市,2019-03-12,淡水區,套房(1房1廳1衛),住家用,20
26559,桃園市,2019-03-12,中壢區,其他,,0
34948,台中市,2019-03-12,豐原區,其他,,0
13290,新北市,2019-03-12,汐止區,住宅大樓(11層含以上有電梯),住家用,11
12901,新北市,2019-03-12,三重區,透天厝,住家用,1
14757,新北市,2019-03-12,三重區,公寓(5樓含以下無電梯),住家用,4
33234,台中市,2019-03-12,北區,透天厝,商業用,2
22667,桃園市,2019-03-12,八德區,其他,,0
21759,桃園市,2019-03-12,八德區,其他,,0
11732,新北市,2019-03-12,五股區,住宅大樓(11層含以上有電梯),見其他登記事項,14
3603,台北市,2019-03-12,萬華區,住宅大樓(11層含以上有電梯),住家用,14
48368,高雄市,2019-03-12,岡山區,透天厝,住家用,3
33224,台中市,2019-03-12,北區,華廈(10層含以下有電梯),住家用,9
43275,高雄市,2019-03-12,前鎮區,其他,,0
14744,新北市,2019-03-12,三重區,公寓(5樓含以下無電梯),住家用,5
48094,高雄市,2019-03-12,橋頭區,透天厝,住商用,2
33211,台中市,2019-03-12,南屯區,其他,,0
24362,桃園市,2019-03-12,中壢區,其他,,0
33858,台中市,2019-03-12,外埔區,透天厝,見其他登記事項,4
25287,桃園市,2019-03-12,中壢區,其他,,0
36365,台中市,2019-03-12,大雅區,其他,,0
12086,新北市,2019-03-12,板橋區,華廈(10層含以下有電梯),見其他登記事項,6
3860,台北市,2019-03-12,文山區,公寓(5樓含以下無電梯),住家用,5
13822,新北市,2019-03-12,林口區,住宅大樓(11層含以上有電梯),見其他登記事項,29
46059,高雄市,2019-03-12,仁武區,透天厝,見其他登記事項,3
35157,台中市,2019-03-12,西屯區,透天厝,見其他登記事項,4
33877,台中市,2019-03-12,豐原區,透天厝,住家用,2
12659,新北市,2019-03-12,汐止區,住宅大樓(11層含以上有電梯),住家用,36
45014,高雄市,2019-03-12,岡山區,住宅大樓(11層含以上有電梯),見其他登記事項,15
33883,台中市,2019-03-12,西屯區,華廈(10層含以下有電梯),住家用,10
24916,桃園市,2019-03-12,龜山區,住宅大樓(11層含以上有電梯),見其他登記事項,13
23975,桃園市,2019-03-12,觀音區,其他,,0
24983,桃園市,2019-03-12,桃園區,住宅大樓(11層含以上有電梯),住家用,15
45210,高雄市,2019-03-12,三民區,住宅大樓(11層含以上有電梯),,13
47264,高雄市,2019-03-12,鳳山區,住宅大樓(11層含以上有電梯),見其他登記事項,15
11141,新北市,2019-03-12,三重區,公寓(5樓含以下無電梯),住家用,5
33898,台中市,2019-03-12,南屯區,住宅大樓(11層含以上有電梯),住家用,16
37392,台中市,2019-03-12,南屯區,其他,,0
3504,台北市,2019-03-12,內湖區,公寓(5樓含以下無電梯),住家用,5
23961,桃園市,2019-03-12,觀音區,透天厝,見其他登記事項,4
13823,新北市,2019-03-12,新莊區,住宅大樓(11層含以上有電梯),見其他登記事項,15
13967,新北市,2019-03-12,汐止區,華廈(10層含以下有電梯),住家用,7
25114,桃園市,2019-03-12,桃園區,透天厝,見其他登記事項,5
12087,新北市,2019-03-12,板橋區,華廈(10層含以下有電梯),見其他登記事項,6
14662,新北市,2019-03-12,新店區,華廈(10層含以下有電梯),住家用,8
48988,高雄市,2019-03-12,前金區,住宅大樓(11層含以上有電梯),住家用,15
14661,新北市,2019-03-12,新店區,華廈(10層含以下有電梯),住家用,9
22693,桃園市,2019-03-12,龜山區,住宅大樓(11層含以上有電梯),住家用,11
43079,高雄市,2019-03-12,鳳山區,透天厝,住商用,2
44887,高雄市,2019-03-12,鳥松區,透天厝,見其他登記事項,1
48440,高雄市,2019-03-12,大樹區,其他,,0
17308,新北市,2019-03-12,泰山區,華廈(10層含以下有電梯),住家用,10
12100,新北市,2019-03-12,土城區,華廈(10層含以下有電梯),住家用,6
32476,台中市,2019-03-12,東區,住宅大樓(11層含以上有電梯),見其他登記事項,14
24961,桃園市,2019-03-12,桃園區,住宅大樓(11層含以上有電梯),住家用,12
44518,高雄市,2019-03-12,鳳山區,透天厝,住家用,2
10872,新北市,2019-03-12,新莊區,其他,,0
26494,桃園市,2019-03-12,桃園區,其他,,0
13915,新北市,2019-03-12,樹林區,其他,,0
12091,新北市,2019-03-12,板橋區,華廈(10層含以下有電梯),見其他登記事項,6
12090,新北市,2019-03-12,板橋區,華廈(10層含以下有電梯),見其他登記事項,6
12089,新北市,2019-03-12,板橋區,華廈(10層含以下有電梯),見其他登記事項,6
12088,新北市,2019-03-12,板橋區,華廈(10層含以下有電梯),見其他登記事項,6
3863,台北市,2019-03-12,中正區,華廈(10層含以下有電梯),住家用,6
35102,台中市,2019-03-12,北屯區,其他,,0
43030,高雄市,2019-03-12,岡山區,其他,,0
45366,高雄市,2019-03-12,仁武區,其他,,0
34038,台中市,2019-03-12,西屯區,其他,,0
45006,高雄市,2019-03-12,岡山區,住宅大樓(11層含以上有電梯),見其他登記事項,15
22612,桃園市,2019-03-12,楊梅區,華廈(10層含以下有電梯),住家用,10
12586,新北市,2019-03-12,土城區,其他,,0
25673,桃園市,2019-03-12,中壢區,透天厝,住家用,2
25168,桃園市,2019-03-12,平鎮區,其他,,0
3410,台北市,2019-03-12,文山區,公寓(5樓含以下無電梯),住家用,5
34813,台中市,2019-03-12,大里區,其他,,0
49022,高雄市,2019-03-12,三民區,住宅大樓(11層含以上有電梯),,16
34814,台中市,2019-03-12,霧峰區,其他,,0
24739,桃園市,2019-03-12,龍潭區,住宅大樓(11層含以上有電梯),見其他登記事項,15
34931,台中市,2019-03-12,清水區,透天厝,住家用,3
49363,高雄市,2019-03-12,鳳山區,其他,,0
43854,高雄市,2019-03-12,三民區,透天厝,,2
43621,高雄市,2019-03-12,鹽埕區,華廈(10層含以下有電梯),住家用,7
24321,桃園市,2019-03-12,龍潭區,其他,,0
3407,台北市,2019-03-12,文山區,華廈(10層含以下有電梯),見其他登記事項,5
47218,高雄市,2019-03-12,苓雅區,其他,,0
3903,台北市,2019-03-12,大安區,華廈(10層含以下有電梯),住家用,7
2677,台北市,2019-03-12,中山區,公寓(5樓含以下無電梯),住家用,4
45434,高雄市,2019-03-12,小港區,華廈(10層含以下有電梯),住家用,7
5137,台北市,2019-03-12,北投區,透天厝,住家用,1
11647,新北市,2019-03-12,泰山區,其他,,0
44776,高雄市,2019-03-12,大寮區,透天厝,住商用,2
34096,台中市,2019-03-12,大里區,公寓(5樓含以下無電梯),住家用,0
2172,台北市,2019-03-12,中山區,其他,見使用執照,6
45207,高雄市,2019-03-12,三民區,套房(1房1廳1衛),,7
46319,高雄市,2019-03-12,苓雅區,住宅大樓(11層含以上有電梯),住家用,25
44289,高雄市,2019-03-12,大樹區,透天厝,住商用,3
47037,高雄市,2019-03-12,三民區,華廈(10層含以下有電梯),住家用,7
45219,高雄市,2019-03-12,三民區,透天厝,,4
42746,高雄市,2019-03-12,林園區,透天厝,住家用,4
3019,台北市,2019-03-12,萬華區,套房(1房1廳1衛),住家用,11
12809,新北市,2019-03-12,淡水區,住宅大樓(11層含以上有電梯),住家用,24
3413,台北市,2019-03-12,中正區,住宅大樓(11層含以上有電梯),住家用,12
3697,台北市,2019-03-12,內湖區,公寓(5樓含以下無電梯),住家用,5
3990,台北市,2019-03-12,文山區,店面(店鋪),見其他登記事項,33
34765,台中市,2019-03-12,后里區,透天厝,見其他登記事項,3
23759,桃園市,2019-03-12,桃園區,住宅大樓(11層含以上有電梯),住家用,16
45433,高雄市,2019-03-12,三民區,公寓(5樓含以下無電梯),,5
34078,台中市,2019-03-12,大雅區,華廈(10層含以下有電梯),住家用,10
43286,高雄市,2019-03-12,三民區,住宅大樓(11層含以上有電梯),商業用,25
47031,高雄市,2019-03-12,鳳山區,其他,,0
11713,新北市,2019-03-12,新店區,其他,,0
22134,桃園市,2019-03-12,平鎮區,其他,,0
47017,高雄市,2019-03-12,鳳山區,公寓(5樓含以下無電梯),住家用,5
32283,台中市,2019-03-12,大雅區,其他,,0
11337,新北市,2019-03-12,板橋區,住宅大樓(11層含以上有電梯),見其他登記事項,14
48309,高雄市,2019-03-12,鼓山區,住宅大樓(11層含以上有電梯),住家用,15
5132,台北市,2019-03-12,北投區,套房(1房1廳1衛),住家用,7
14821,新北市,2019-03-12,蘆洲區,住宅大樓(11層含以上有電梯),住家用,12
14826,新北市,2019-03-12,鶯歌區,華廈(10層含以下有電梯),住家用,8
13021,新北市,2019-03-12,深坑區,公寓(5樓含以下無電梯),住家用,5
2303,台北市,2019-03-12,南港區,透天厝,住家用,1
15313,新北市,2019-03-12,中和區,住宅大樓(11層含以上有電梯),住家用,12
16040,新北市,2019-03-12,新店區,華廈(10層含以下有電梯),住家用,8
14807,新北市,2019-03-12,林口區,住宅大樓(11層含以上有電梯),見其他登記事項,26
15501,新北市,2019-03-12,土城區,公寓(5樓含以下無電梯),住家用,5
46591,高雄市,2019-03-12,左營區,透天厝,住家用,4
25161,桃園市,2019-03-12,中壢區,住宅大樓(11層含以上有電梯),住家用,15
45175,高雄市,2019-03-12,鼓山區,住宅大樓(11層含以上有電梯),住家用,15
37557,台中市,2019-03-12,大安區,其他,,0
37558,台中市,2019-03-12,大安區,其他,,0
25465,桃園市,2019-03-12,八德區,住宅大樓(11層含以上有電梯),見其他登記事項,13
43549,高雄市,2019-03-13,六龜區,其他,,0
46342,高雄市,2019-03-13,杉林區,其他,,0
43562,高雄市,2019-03-13,六龜區,其他,,0
43557,高雄市,2019-03-13,六龜區,其他,,0
43408,高雄市,2019-03-13,楠梓區,住宅大樓(11層含以上有電梯),見其它登記事項,15
43409,高雄市,2019-03-13,楠梓區,住宅大樓(11層含以上有電梯),見其它登記事項,15
25762,桃園市,2019-03-13,中壢區,住宅大樓(11層含以上有電梯),見其他登記事項,15
36261,台中市,2019-03-13,東區,其他,,0
24772,桃園市,2019-03-13,中壢區,住宅大樓(11層含以上有電梯),見其他登記事項,15
49590,高雄市,2019-03-13,鼓山區,住宅大樓(11層含以上有電梯),住家用,27
46501,高雄市,2019-03-13,鳳山區,華廈(10層含以下有電梯),住家用,7
13898,新北市,2019-03-13,中和區,公寓(5樓含以下無電梯),住家用,5
45852,高雄市,2019-03-13,鼓山區,住宅大樓(11層含以上有電梯),住家用,14
43553,高雄市,2019-03-13,六龜區,其他,,0
23676,桃園市,2019-03-13,中壢區,住宅大樓(11層含以上有電梯),見其他登記事項,15
43548,高雄市,2019-03-13,六龜區,其他,,0
37121,台中市,2019-03-13,北區,透天厝,見其他登記事項,5
36353,台中市,2019-03-13,新社區,其他,,0
43563,高雄市,2019-03-13,六龜區,其他,,0
16948,新北市,2019-03-13,板橋區,住宅大樓(11層含以上有電梯),見其他登記事項,20
23674,桃園市,2019-03-13,中壢區,住宅大樓(11層含以上有電梯),見其他登記事項,15
4826,台北市,2019-03-13,文山區,店面(店鋪),見其他登記事項,10
43555,高雄市,2019-03-13,六龜區,其他,,0
43556,高雄市,2019-03-13,六龜區,其他,,0
23673,桃園市,2019-03-13,中壢區,住宅大樓(11層含以上有電梯),見其他登記事項,15
43410,高雄市,2019-03-13,楠梓區,住宅大樓(11層含以上有電梯),見其它登記事項,15
43412,高雄市,2019-03-13,楠梓區,住宅大樓(11層含以上有電梯),見其它登記事項,15
43411,高雄市,2019-03-13,楠梓區,住宅大樓(11層含以上有電梯),見其它登記事項,15
43564,高雄市,2019-03-13,六龜區,其他,,0
23675,桃園市,2019-03-13,中壢區,住宅大樓(11層含以上有電梯),見其他登記事項,15
43223,高雄市,2019-03-13,楠梓區,其他,,0
