,city,date,district,building state,main use,total floor number
28404,台中市,2018-10-23,大肚區,透天厝,住家用,3
29196,台中市,2018-10-23,豐原區,其他,,0
8284,新北市,2018-10-23,新店區,公寓(5樓含以下無電梯),住家用,5
19406,桃園市,2018-10-23,楊梅區,住宅大樓(11層含以上有電梯),見其他登記事項,15
44529,高雄市,2018-10-23,仁武區,透天厝,見其他登記事項,4
27932,台中市,2018-10-23,南屯區,住宅大樓(11層含以上有電梯),見其他登記事項,20
11214,新北市,2018-10-23,淡水區,住宅大樓(11層含以上有電梯),住家用,14
27934,台中市,2018-10-23,南屯區,住宅大樓(11層含以上有電梯),見其他登記事項,20
41580,高雄市,2018-10-23,岡山區,店面(店鋪),見其他登記事項,15
27463,桃園市,2018-10-23,中壢區,住宅大樓(11層含以上有電梯),見其他登記事項,15
21621,桃園市,2018-10-23,桃園區,透天厝,見其他登記事項,4
9851,新北市,2018-10-24,新莊區,華廈(10層含以下有電梯),住家用,7
39020,高雄市,2018-10-24,鳳山區,透天厝,見其他登記事項,4
23052,桃園市,2018-10-24,龜山區,華廈(10層含以下有電梯),住家用,10
19034,桃園市,2018-10-24,大園區,華廈(10層含以下有電梯),住家用,10
19874,桃園市,2018-10-24,中壢區,透天厝,見其他登記事項,4
39041,高雄市,2018-10-24,仁武區,透天厝,見其他登記事項,4
10511,新北市,2018-10-24,新莊區,華廈(10層含以下有電梯),住家用,7
29626,台中市,2018-10-24,西屯區,其他,,0
18909,桃園市,2018-10-24,中壢區,住宅大樓(11層含以上有電梯),見其他登記事項,21
5744,新北市,2018-10-25,五股區,住宅大樓(11層含以上有電梯),見其他登記事項,12
21219,桃園市,2018-10-25,龜山區,住宅大樓(11層含以上有電梯),住家用,11
23703,桃園市,2018-10-25,楊梅區,其他,見其他登記事項,3
38696,高雄市,2018-10-25,鳳山區,住宅大樓(11層含以上有電梯),見其他登記事項,15
41620,高雄市,2018-10-25,橋頭區,住宅大樓(11層含以上有電梯),見其他登記事項,24
5129,台北市,2018-10-25,北投區,其他,,0
9735,新北市,2018-10-25,林口區,其他,,0
6103,新北市,2018-10-25,新莊區,住宅大樓(11層含以上有電梯),見其他登記事項,22
10031,新北市,2018-10-25,林口區,其他,,0
29933,台中市,2018-10-25,烏日區,透天厝,住商用,3
39686,高雄市,2018-10-26,田寮區,其他,,0
19008,桃園市,2018-10-26,中壢區,華廈(10層含以下有電梯),住家用,9
42776,高雄市,2018-10-26,鹽埕區,店面(店鋪),見其它登記事項,3
35147,台中市,2018-10-26,西屯區,住宅大樓(11層含以上有電梯),見其他登記事項,12
7520,新北市,2018-10-26,三重區,透天厝,住家用,2
19573,桃園市,2018-10-26,桃園區,其他,,0
19969,桃園市,2018-10-26,龍潭區,其他,,0
31669,台中市,2018-10-26,豐原區,其他,,0
6529,新北市,2018-10-26,板橋區,住宅大樓(11層含以上有電梯),見其他登記事項,20
36379,台中市,2018-10-26,大里區,住宅大樓(11層含以上有電梯),見其他登記事項,23
41938,高雄市,2018-10-26,小港區,住宅大樓(11層含以上有電梯),見其它登記事項,15
19970,桃園市,2018-10-26,龍潭區,其他,,0
11895,新北市,2018-10-26,三重區,公寓(5樓含以下無電梯),商業用,4
21850,桃園市,2018-10-26,新屋區,其他,,0
9467,新北市,2018-10-26,中和區,公寓(5樓含以下無電梯),住家用,5
11840,新北市,2018-10-26,三重區,公寓(5樓含以下無電梯),住家用,4
2657,台北市,2018-10-26,信義區,公寓(5樓含以下無電梯),住家用,4
40085,高雄市,2018-10-26,小港區,住宅大樓(11層含以上有電梯),見其它登記事項,15
3274,台北市,2018-10-26,北投區,其他,,0
40672,高雄市,2018-10-26,鹽埕區,住宅大樓(11層含以上有電梯),見其它登記事項,15
19577,桃園市,2018-10-26,桃園區,其他,,0
12336,新北市,2018-10-26,板橋區,公寓(5樓含以下無電梯),住家用,4
22565,桃園市,2018-10-26,桃園區,套房(1房1廳1衛),住家用,10
19395,桃園市,2018-10-26,楊梅區,住宅大樓(11層含以上有電梯),見其他登記事項,15
23050,桃園市,2018-10-26,龜山區,華廈(10層含以下有電梯),住家用,10
53,台北市,2018-10-27,北投區,住宅大樓(11層含以上有電梯),見其他登記事項,27
18913,桃園市,2018-10-27,中壢區,華廈(10層含以下有電梯),住家用,9
32208,台中市,2018-10-27,北區,透天厝,住家用,1
11169,新北市,2018-10-27,淡水區,住宅大樓(11層含以上有電梯),住家用,14
7156,新北市,2018-10-27,新莊區,店面(店鋪),住家用,4
8908,新北市,2018-10-27,板橋區,住宅大樓(11層含以上有電梯),見其他登記事項,19
13059,新北市,2018-10-27,汐止區,公寓(5樓含以下無電梯),商業用,5
14729,新北市,2018-10-27,淡水區,住宅大樓(11層含以上有電梯),住家用,14
40856,高雄市,2018-10-27,大寮區,透天厝,見其他登記事項,3
21536,桃園市,2018-10-27,中壢區,透天厝,住家用,3
35265,台中市,2018-10-27,龍井區,透天厝,住家用,2
8292,新北市,2018-10-27,新店區,住宅大樓(11層含以上有電梯),見其他登記事項,26
17332,新北市,2018-10-27,新店區,華廈(10層含以下有電梯),見其他登記事項,6
41825,高雄市,2018-10-27,鼓山區,住宅大樓(11層含以上有電梯),住家用,28
24714,桃園市,2018-10-27,大溪區,住宅大樓(11層含以上有電梯),見其他登記事項,12
13438,新北市,2018-10-27,五股區,住宅大樓(11層含以上有電梯),見其他登記事項,14
18758,桃園市,2018-10-28,大園區,華廈(10層含以下有電梯),住家用,10
27882,台中市,2018-10-28,霧峰區,透天厝,見其他登記事項,5
19111,桃園市,2018-10-28,中壢區,住宅大樓(11層含以上有電梯),住家用,14
19412,桃園市,2018-10-28,大園區,華廈(10層含以下有電梯),住家用,10
46924,高雄市,2018-10-28,左營區,住宅大樓(11層含以上有電梯),見其它登記事項,15
11868,新北市,2018-10-28,林口區,店面(店鋪),見其他登記事項,8
21661,桃園市,2018-10-28,中壢區,住宅大樓(11層含以上有電梯),見其他登記事項,13
9990,新北市,2018-10-28,淡水區,透天厝,住家用,3
7615,新北市,2018-10-28,土城區,住宅大樓(11層含以上有電梯),住家用,15
6777,新北市,2018-10-28,中和區,住宅大樓(11層含以上有電梯),見其他登記事項,24
6778,新北市,2018-10-28,中和區,住宅大樓(11層含以上有電梯),見其他登記事項,24
9668,新北市,2018-10-28,板橋區,公寓(5樓含以下無電梯),住家用,4
36131,台中市,2018-10-28,大甲區,華廈(10層含以下有電梯),見其他登記事項,5
34469,台中市,2018-10-29,烏日區,華廈(10層含以下有電梯),見其他登記事項,7
20580,桃園市,2018-10-29,中壢區,其他,,0
5561,台北市,2018-10-29,信義區,公寓(5樓含以下無電梯),住家用,4
13863,新北市,2018-10-29,淡水區,住宅大樓(11層含以上有電梯),住家用,14
21225,桃園市,2018-10-29,龜山區,住宅大樓(11層含以上有電梯),住家用,11
21229,桃園市,2018-10-29,龜山區,住宅大樓(11層含以上有電梯),住家用,11
23269,桃園市,2018-10-29,龜山區,華廈(10層含以下有電梯),住家用,10
21233,桃園市,2018-10-29,龜山區,住宅大樓(11層含以上有電梯),住家用,11
31290,台中市,2018-10-29,烏日區,住宅大樓(11層含以上有電梯),見其他登記事項,12
41955,高雄市,2018-10-29,三民區,住宅大樓(11層含以上有電梯),見其它登記事項,29
26116,桃園市,2018-10-29,楊梅區,住宅大樓(11層含以上有電梯),見其他登記事項,15
14645,新北市,2018-10-29,板橋區,公寓(5樓含以下無電梯),見使用執照,5
14837,新北市,2018-10-29,板橋區,公寓(5樓含以下無電梯),住家用,4
14910,新北市,2018-10-29,三峽區,華廈(10層含以下有電梯),見其他登記事項,10
19436,桃園市,2018-10-29,龜山區,其他,,0
25538,桃園市,2018-10-29,平鎮區,套房(1房1廳1衛),住家用,5
19403,桃園市,2018-10-29,楊梅區,住宅大樓(11層含以上有電梯),見其他登記事項,15
20208,桃園市,2018-10-29,平鎮區,廠辦,見其他登記事項,3
1087,台北市,2018-10-29,大同區,住宅大樓(11層含以上有電梯),住家用,13
7665,新北市,2018-10-29,中和區,套房(1房1廳1衛),見其他登記事項,9
17143,新北市,2018-10-29,淡水區,其他,,0
23049,桃園市,2018-10-30,龜山區,華廈(10層含以下有電梯),住家用,10
7849,新北市,2018-10-30,板橋區,其他,,0
9887,新北市,2018-10-30,林口區,其他,,0
30471,台中市,2018-10-30,西屯區,住宅大樓(11層含以上有電梯),見其他登記事項,15
7894,新北市,2018-10-30,板橋區,其他,,0
7893,新北市,2018-10-30,板橋區,其他,,0
9019,新北市,2018-10-30,淡水區,住宅大樓(11層含以上有電梯),住家用,11
49519,高雄市,2018-10-30,仁武區,透天厝,見其他登記事項,4
7892,新北市,2018-10-30,板橋區,其他,,0
7847,新北市,2018-10-30,板橋區,其他,,0
7848,新北市,2018-10-30,板橋區,其他,,0
7844,新北市,2018-10-30,板橋區,其他,,0
38726,高雄市,2018-10-30,大寮區,透天厝,見其他登記事項,3
18968,桃園市,2018-10-30,觀音區,其他,,0
6951,新北市,2018-10-30,土城區,住宅大樓(11層含以上有電梯),見其他登記事項,25
6949,新北市,2018-10-30,土城區,住宅大樓(11層含以上有電梯),見其他登記事項,25
44827,高雄市,2018-10-30,苓雅區,透天厝,,2
21872,桃園市,2018-10-30,中壢區,公寓(5樓含以下無電梯),住商用,4
7846,新北市,2018-10-30,板橋區,其他,,0
857,台北市,2018-10-30,南港區,其他,,0
6780,新北市,2018-10-30,永和區,住宅大樓(11層含以上有電梯),住家用,27
44410,高雄市,2018-10-30,杉林區,其他,,0
24819,桃園市,2018-10-30,楊梅區,套房(1房1廳1衛),見其他登記事項,7
19359,桃園市,2018-10-30,楊梅區,住宅大樓(11層含以上有電梯),見其他登記事項,15
7843,新北市,2018-10-30,板橋區,其他,,0
28408,台中市,2018-10-30,龍井區,華廈(10層含以下有電梯),見其他登記事項,10
6828,新北市,2018-10-30,淡水區,住宅大樓(11層含以上有電梯),住家用,11
22983,桃園市,2018-10-30,八德區,住宅大樓(11層含以上有電梯),見其他登記事項,14
38899,高雄市,2018-10-30,鼓山區,住宅大樓(11層含以上有電梯),見其它登記事項,28
29136,台中市,2018-10-30,龍井區,華廈(10層含以下有電梯),見其他登記事項,9
8714,新北市,2018-10-30,林口區,其他,,0
20118,桃園市,2018-10-30,中壢區,住宅大樓(11層含以上有電梯),見其他登記事項,18
23803,桃園市,2018-10-30,龜山區,華廈(10層含以下有電梯),住家用,10
28862,台中市,2018-10-30,南屯區,華廈(10層含以下有電梯),見其他登記事項,10
20102,桃園市,2018-10-30,龍潭區,其他,,0
6465,新北市,2018-10-31,汐止區,華廈(10層含以下有電梯),見其他登記事項,10
21230,桃園市,2018-10-31,龜山區,住宅大樓(11層含以上有電梯),住家用,11
298,台北市,2018-10-31,萬華區,其他,,0
837,台北市,2018-10-31,中山區,住宅大樓(11層含以上有電梯),住家用,23
21235,桃園市,2018-10-31,龜山區,住宅大樓(11層含以上有電梯),住家用,11
23047,桃園市,2018-10-31,龜山區,華廈(10層含以下有電梯),住家用,10
11810,新北市,2018-10-31,永和區,其他,,0
19398,桃園市,2018-10-31,楊梅區,住宅大樓(11層含以上有電梯),見其他登記事項,15
19207,桃園市,2018-10-31,桃園區,店面(店鋪),見其他登記事項,3
38710,高雄市,2018-10-31,大社區,其他,,0
10055,新北市,2018-10-31,板橋區,住宅大樓(11層含以上有電梯),見其他登記事項,15
2724,台北市,2018-11-01,內湖區,其他,,0
43209,高雄市,2018-11-01,大寮區,工廠,見使用執照,1
8827,新北市,2018-11-01,新莊區,公寓(5樓含以下無電梯),住家用,5
8608,新北市,2018-11-01,汐止區,華廈(10層含以下有電梯),見其他登記事項,6
30221,台中市,2018-11-01,大里區,華廈(10層含以下有電梯),見其他登記事項,7
31822,台中市,2018-11-01,南屯區,其他,,0
10718,新北市,2018-11-01,八里區,住宅大樓(11層含以上有電梯),住家用,14
25429,桃園市,2018-11-01,蘆竹區,其他,,0
10762,新北市,2018-11-01,新店區,其他,,0
32605,台中市,2018-11-01,南屯區,其他,,0
11656,新北市,2018-11-01,板橋區,住宅大樓(11層含以上有電梯),見其他登記事項,20
22257,桃園市,2018-11-01,桃園區,其他,,0
33890,台中市,2018-11-01,西屯區,住宅大樓(11層含以上有電梯),見其他登記事項,15
8609,新北市,2018-11-01,汐止區,華廈(10層含以下有電梯),見其他登記事項,6
20248,桃園市,2018-11-01,龜山區,工廠,工業用,12
28046,台中市,2018-11-01,北區,住宅大樓(11層含以上有電梯),住家用,14
28723,台中市,2018-11-01,大肚區,其他,,0
13321,新北市,2018-11-01,新莊區,住宅大樓(11層含以上有電梯),見其他登記事項,14
19850,桃園市,2018-11-01,中壢區,透天厝,住家用,2
8090,新北市,2018-11-01,永和區,公寓(5樓含以下無電梯),住家用,5
21192,桃園市,2018-11-01,復興區,其他,,0
19555,桃園市,2018-11-02,中壢區,透天厝,住家用,4
19303,桃園市,2018-11-02,楊梅區,住宅大樓(11層含以上有電梯),見其他登記事項,15
13825,新北市,2018-11-02,新莊區,公寓(5樓含以下無電梯),住家用,4
37343,台中市,2018-11-02,大甲區,華廈(10層含以下有電梯),見其他登記事項,5
7120,新北市,2018-11-02,永和區,公寓(5樓含以下無電梯),住家用,5
37342,台中市,2018-11-02,大甲區,華廈(10層含以下有電梯),見其他登記事項,5
7092,新北市,2018-11-02,三芝區,其他,,0
10520,新北市,2018-11-02,新莊區,住宅大樓(11層含以上有電梯),見其他登記事項,17
18446,新北市,2018-11-02,淡水區,住宅大樓(11層含以上有電梯),住家用,14
2241,台北市,2018-11-02,北投區,住宅大樓(11層含以上有電梯),住家用,13
33394,台中市,2018-11-02,大甲區,農舍,農舍,1
41935,高雄市,2018-11-02,小港區,住宅大樓(11層含以上有電梯),見其它登記事項,15
16776,新北市,2018-11-02,永和區,華廈(10層含以下有電梯),住家用,7
31103,台中市,2018-11-02,西屯區,其他,,0
12449,新北市,2018-11-02,中和區,住宅大樓(11層含以上有電梯),見其他登記事項,24
40081,高雄市,2018-11-02,小港區,住宅大樓(11層含以上有電梯),見其它登記事項,15
1255,台北市,2018-11-02,信義區,公寓(5樓含以下無電梯),住家用,4
38992,高雄市,2018-11-02,楠梓區,住宅大樓(11層含以上有電梯),見其它登記事項,19
40079,高雄市,2018-11-02,小港區,住宅大樓(11層含以上有電梯),見其它登記事項,15
1936,台北市,2018-11-02,士林區,其他,見其他登記事項,21
8647,新北市,2018-11-02,三重區,住宅大樓(11層含以上有電梯),住家用,12
1873,台北市,2018-11-03,北投區,華廈(10層含以下有電梯),住家用,8
40472,高雄市,2018-11-03,左營區,住宅大樓(11層含以上有電梯),住家用,14
1871,台北市,2018-11-03,松山區,公寓(5樓含以下無電梯),住家用,4
20640,桃園市,2018-11-03,八德區,透天厝,,0
6950,新北市,2018-11-03,土城區,住宅大樓(11層含以上有電梯),見其他登記事項,25
32028,台中市,2018-11-03,大里區,住宅大樓(11層含以上有電梯),見其他登記事項,22
19503,桃園市,2018-11-03,大園區,住宅大樓(11層含以上有電梯),住家用,12
7369,新北市,2018-11-03,五股區,華廈(10層含以下有電梯),見其他登記事項,9
26473,桃園市,2018-11-03,觀音區,華廈(10層含以下有電梯),見其他登記事項,5
18704,桃園市,2018-11-03,桃園區,住宅大樓(11層含以上有電梯),住家用,14
6680,新北市,2018-11-03,汐止區,住宅大樓(11層含以上有電梯),住家用,29
19514,桃園市,2018-11-03,大園區,華廈(10層含以下有電梯),住家用,10
21796,桃園市,2018-11-03,八德區,透天厝,住家用,2
39697,高雄市,2018-11-03,大寮區,其他,,0
39185,高雄市,2018-11-03,鼓山區,住宅大樓(11層含以上有電梯),見其它登記事項,15
1236,台北市,2018-11-04,大同區,華廈(10層含以下有電梯),住家用,9
909,台北市,2018-11-04,中山區,華廈(10層含以下有電梯),住家用,7
21840,桃園市,2018-11-04,楊梅區,華廈(10層含以下有電梯),見其他登記事項,7
9363,新北市,2018-11-04,汐止區,住宅大樓(11層含以上有電梯),見其他登記事項,15
6063,新北市,2018-11-04,淡水區,住宅大樓(11層含以上有電梯),住家用,21
24743,桃園市,2018-11-04,觀音區,華廈(10層含以下有電梯),見其他登記事項,5
8045,新北市,2018-11-04,板橋區,住宅大樓(11層含以上有電梯),住家用,29
6279,新北市,2018-11-04,三重區,住宅大樓(11層含以上有電梯),見其他登記事項,15
28551,台中市,2018-11-05,北屯區,其他,住家用,3
9255,新北市,2018-11-05,泰山區,其他,,0
3232,台北市,2018-11-05,大同區,住宅大樓(11層含以上有電梯),住家用,15
10,台北市,2018-11-05,萬華區,住宅大樓(11層含以上有電梯),住家用,21
30215,台中市,2018-11-05,大里區,住宅大樓(11層含以上有電梯),見其他登記事項,13
33019,台中市,2018-11-05,清水區,其他,,0
192,台北市,2018-11-05,大安區,公寓(5樓含以下無電梯),住家用,5
1410,台北市,2018-11-05,北投區,公寓(5樓含以下無電梯),,3
1938,台北市,2018-11-05,信義區,店面(店鋪),住家用,3
1945,台北市,2018-11-05,信義區,店面(店鋪),住家用,3
9670,新北市,2018-11-05,板橋區,公寓(5樓含以下無電梯),住家用,4
223,台北市,2018-11-05,北投區,華廈(10層含以下有電梯),住家用,8
10032,新北市,2018-11-05,林口區,其他,,0
35970,台中市,2018-11-05,大甲區,華廈(10層含以下有電梯),見其他登記事項,5
7636,新北市,2018-11-05,板橋區,住宅大樓(11層含以上有電梯),住家用,26
19208,桃園市,2018-11-05,桃園區,住宅大樓(11層含以上有電梯),住家用,28
6296,新北市,2018-11-05,中和區,住宅大樓(11層含以上有電梯),住家用,27
27891,台中市,2018-11-05,石岡區,其他,,0
28244,台中市,2018-11-05,西屯區,套房(1房1廳1衛),住家用,13
23012,桃園市,2018-11-05,龜山區,住宅大樓(11層含以上有電梯),住家用,11
44385,高雄市,2018-11-05,美濃區,透天厝,住家用,4
6421,新北市,2018-11-05,永和區,華廈(10層含以下有電梯),住家用,7
6019,新北市,2018-11-06,淡水區,住宅大樓(11層含以上有電梯),住家用,11
18214,新北市,2018-11-06,汐止區,廠辦,見其他登記事項,35
18215,新北市,2018-11-06,汐止區,廠辦,見其他登記事項,35
19293,桃園市,2018-11-06,大溪區,住宅大樓(11層含以上有電梯),見其他登記事項,21
39079,高雄市,2018-11-06,仁武區,透天厝,住商用,2
33,台北市,2018-11-06,中山區,住宅大樓(11層含以上有電梯),住家用,12
11211,新北市,2018-11-06,淡水區,住宅大樓(11層含以上有電梯),住家用,14
19845,桃園市,2018-11-06,中壢區,套房(1房1廳1衛),住家用,16
44992,高雄市,2018-11-06,楠梓區,住宅大樓(11層含以上有電梯),見其它登記事項,15
23827,桃園市,2018-11-06,龜山區,華廈(10層含以下有電梯),住家用,10
6001,新北市,2018-11-06,淡水區,住宅大樓(11層含以上有電梯),住家用,11
5971,新北市,2018-11-06,淡水區,住宅大樓(11層含以上有電梯),住家用,11
3262,台北市,2018-11-06,南港區,透天厝,住家用,3
30204,台中市,2018-11-06,潭子區,住宅大樓(11層含以上有電梯),見其他登記事項,15
6824,新北市,2018-11-06,淡水區,住宅大樓(11層含以上有電梯),住家用,11
43996,高雄市,2018-11-06,大寮區,其他,,0
48710,高雄市,2018-11-06,苓雅區,住宅大樓(11層含以上有電梯),見其他登記事項,15
16120,新北市,2018-11-06,淡水區,住宅大樓(11層含以上有電梯),住家用,14
6702,新北市,2018-11-06,中和區,公寓(5樓含以下無電梯),住家用,5
40086,高雄市,2018-11-06,前鎮區,住宅大樓(11層含以上有電梯),見其它登記事項,18
41136,高雄市,2018-11-06,鳳山區,住宅大樓(11層含以上有電梯),見其他登記事項,15
9356,新北市,2018-11-06,汐止區,住宅大樓(11層含以上有電梯),見其他登記事項,12
39722,高雄市,2018-11-06,大寮區,其他,,0
7265,新北市,2018-11-07,中和區,透天厝,見其他登記事項,3
7261,新北市,2018-11-07,中和區,廠辦,見其他登記事項,8
43794,高雄市,2018-11-07,路竹區,其他,,0
10016,新北市,2018-11-07,林口區,住宅大樓(11層含以上有電梯),見其他登記事項,19
18807,桃園市,2018-11-07,中壢區,住宅大樓(11層含以上有電梯),見其他登記事項,12
41849,高雄市,2018-11-07,三民區,公寓(5樓含以下無電梯),,5
176,台北市,2018-11-07,文山區,住宅大樓(11層含以上有電梯),住家用,24
43817,高雄市,2018-11-07,仁武區,其他,,0
433,台北市,2018-11-07,中正區,公寓(5樓含以下無電梯),,4
3236,台北市,2018-11-07,大同區,住宅大樓(11層含以上有電梯),住家用,15
7918,新北市,2018-11-07,新莊區,住宅大樓(11層含以上有電梯),見其他登記事項,18
38741,高雄市,2018-11-07,楠梓區,住宅大樓(11層含以上有電梯),見其它登記事項,23
23037,桃園市,2018-11-07,中壢區,透天厝,住家用,2
29908,台中市,2018-11-07,梧棲區,透天厝,見其他登記事項,4
27665,台中市,2018-11-07,北屯區,其他,,0
30765,台中市,2018-11-07,北屯區,住宅大樓(11層含以上有電梯),見其他登記事項,13
29463,台中市,2018-11-07,霧峰區,其他,,0
7584,新北市,2018-11-07,淡水區,住宅大樓(11層含以上有電梯),住家用,19
21587,桃園市,2018-11-07,楊梅區,工廠,見其他登記事項,4
22672,桃園市,2018-11-07,平鎮區,住宅大樓(11層含以上有電梯),住家用,14
6576,新北市,2018-11-07,新莊區,其他,見其他登記事項,10
29462,台中市,2018-11-07,霧峰區,其他,,0
30292,台中市,2018-11-08,大雅區,透天厝,住家用,3
7657,新北市,2018-11-08,三峽區,華廈(10層含以下有電梯),見其他登記事項,7
7498,新北市,2018-11-08,三芝區,華廈(10層含以下有電梯),住家用,7
30598,台中市,2018-11-08,潭子區,店面(店鋪),見其他登記事項,3
11707,新北市,2018-11-08,新店區,住宅大樓(11層含以上有電梯),見其他登記事項,14
3855,台北市,2018-11-08,北投區,華廈(10層含以下有電梯),住家用,8
19773,桃園市,2018-11-08,平鎮區,透天厝,見其他登記事項,4
18699,桃園市,2018-11-08,桃園區,其他,,0
380,台北市,2018-11-08,松山區,公寓(5樓含以下無電梯),住家用,4
4251,台北市,2018-11-08,松山區,公寓(5樓含以下無電梯),住家用,4
8169,新北市,2018-11-09,新莊區,住宅大樓(11層含以上有電梯),見其他登記事項,25
19336,桃園市,2018-11-09,楊梅區,住宅大樓(11層含以上有電梯),見其他登記事項,15
22800,桃園市,2018-11-09,楊梅區,其他,,0
36928,台中市,2018-11-09,潭子區,透天厝,見其他登記事項,4
10973,新北市,2018-11-09,板橋區,公寓(5樓含以下無電梯),住家用,4
39638,高雄市,2018-11-09,橋頭區,其他,,0
5741,新北市,2018-11-09,新莊區,住宅大樓(11層含以上有電梯),見其他登記事項,15
19604,桃園市,2018-11-09,中壢區,住宅大樓(11層含以上有電梯),見其他登記事項,23
26030,桃園市,2018-11-09,新屋區,其他,,0
38414,台中市,2018-11-09,東區,住宅大樓(11層含以上有電梯),見其他登記事項,14
21223,桃園市,2018-11-09,龜山區,住宅大樓(11層含以上有電梯),住家用,11
13319,新北市,2018-11-09,林口區,住宅大樓(11層含以上有電梯),見其他登記事項,29
6672,新北市,2018-11-09,板橋區,公寓(5樓含以下無電梯),住家用,5
28494,台中市,2018-11-09,豐原區,店面(店鋪),見其他登記事項,12
22196,桃園市,2018-11-09,楊梅區,住宅大樓(11層含以上有電梯),見其他登記事項,15
19256,桃園市,2018-11-09,中壢區,透天厝,住商用,5
20113,桃園市,2018-11-09,中壢區,其他,,0
21231,桃園市,2018-11-09,龜山區,住宅大樓(11層含以上有電梯),住家用,11
3325,台北市,2018-11-09,北投區,套房(1房1廳1衛),住家用,7
29014,台中市,2018-11-10,北屯區,透天厝,見其他登記事項,5
22070,桃園市,2018-11-10,中壢區,華廈(10層含以下有電梯),住家用,6
27996,台中市,2018-11-10,西區,其他,,0
27991,台中市,2018-11-10,西區,其他,,0
14331,新北市,2018-11-10,中和區,住宅大樓(11層含以上有電梯),見其他登記事項,22
6327,新北市,2018-11-10,永和區,住宅大樓(11層含以上有電梯),住家用,16
23179,桃園市,2018-11-10,楊梅區,華廈(10層含以下有電梯),見其他登記事項,7
185,台北市,2018-11-10,信義區,套房(1房1廳1衛),見其他登記事項,13
6074,新北市,2018-11-10,淡水區,住宅大樓(11層含以上有電梯),住家用,21
28377,台中市,2018-11-10,大里區,其他,,0
19024,桃園市,2018-11-10,楊梅區,透天厝,住家用,2
40223,高雄市,2018-11-10,大寮區,透天厝,見其他登記事項,3
9597,新北市,2018-11-10,汐止區,住宅大樓(11層含以上有電梯),見其他登記事項,25
18769,桃園市,2018-11-10,八德區,店面(店鋪),見其他登記事項,23
7403,新北市,2018-11-10,土城區,公寓(5樓含以下無電梯),住家用,5
13329,新北市,2018-11-10,林口區,住宅大樓(11層含以上有電梯),見其他登記事項,19
25226,桃園市,2018-11-10,楊梅區,住宅大樓(11層含以上有電梯),住家用,14
7478,新北市,2018-11-10,汐止區,住宅大樓(11層含以上有電梯),見其他登記事項,25
7746,新北市,2018-11-10,汐止區,住宅大樓(11層含以上有電梯),見其他登記事項,25
37051,台中市,2018-11-10,西區,套房(1房1廳1衛),見其他登記事項,32
40036,高雄市,2018-11-10,楠梓區,透天厝,住家用,3
19947,桃園市,2018-11-10,觀音區,透天厝,見其他登記事項,3
7658,新北市,2018-11-10,鶯歌區,公寓(5樓含以下無電梯),住家用,5
26355,桃園市,2018-11-10,楊梅區,華廈(10層含以下有電梯),見其他登記事項,7
24463,桃園市,2018-11-10,龜山區,華廈(10層含以下有電梯),住家用,10
19363,桃園市,2018-11-10,楊梅區,住宅大樓(11層含以上有電梯),見其他登記事項,15
817,台北市,2018-11-10,文山區,華廈(10層含以下有電梯),住家用,10
28655,台中市,2018-11-11,外埔區,其他,,0
2079,台北市,2018-11-11,中正區,華廈(10層含以下有電梯),住家用,7
28631,台中市,2018-11-11,西屯區,透天厝,住家用,1
37565,台中市,2018-11-11,東勢區,其他,,0
2227,台北市,2018-11-11,南港區,華廈(10層含以下有電梯),住家用,9
35205,台中市,2018-11-11,大雅區,透天厝,見其他登記事項,4
9137,新北市,2018-11-11,新店區,住宅大樓(11層含以上有電梯),住家用,14
1408,台北市,2018-11-11,大安區,公寓(5樓含以下無電梯),住商用,5
1393,台北市,2018-11-11,內湖區,公寓(5樓含以下無電梯),住家用,5
19416,桃園市,2018-11-11,大園區,住宅大樓(11層含以上有電梯),住家用,14
20079,桃園市,2018-11-11,大園區,住宅大樓(11層含以上有電梯),住家用,11
7291,新北市,2018-11-11,三重區,公寓(5樓含以下無電梯),住家用,4
24936,桃園市,2018-11-11,楊梅區,套房(1房1廳1衛),見其他登記事項,7
15888,新北市,2018-11-11,汐止區,華廈(10層含以下有電梯),見其他登記事項,10
38134,台中市,2018-11-11,東勢區,其他,,0
31536,台中市,2018-11-11,霧峰區,其他,,0
9218,新北市,2018-11-11,淡水區,住宅大樓(11層含以上有電梯),住家用,15
32027,台中市,2018-11-11,大里區,住宅大樓(11層含以上有電梯),見其他登記事項,22
22633,桃園市,2018-11-11,楊梅區,住宅大樓(11層含以上有電梯),見其他登記事項,15
22007,桃園市,2018-11-12,楊梅區,華廈(10層含以下有電梯),見其他登記事項,7
38798,高雄市,2018-11-12,鳳山區,住宅大樓(11層含以上有電梯),見其他登記事項,15
28750,台中市,2018-11-12,神岡區,其他,,0
7482,新北市,2018-11-12,汐止區,華廈(10層含以下有電梯),見其他登記事項,10
36012,台中市,2018-11-12,大里區,其他,,0
36011,台中市,2018-11-12,大里區,其他,,0
18789,桃園市,2018-11-12,平鎮區,住宅大樓(11層含以上有電梯),住家用,15
29921,台中市,2018-11-12,沙鹿區,透天厝,住工用,2
5880,新北市,2018-11-12,蘆洲區,華廈(10層含以下有電梯),住家用,6
60,台北市,2018-11-12,北投區,華廈(10層含以下有電梯),住家用,5
35711,台中市,2018-11-12,大里區,其他,,0
35712,台中市,2018-11-12,大里區,其他,,0
30018,台中市,2018-11-12,大甲區,其他,,0
